"url","abstract","short_abstract","T5","BART","BART-CNN","abs"
"Tomb_Raider","Tomb Raider is a media franchise that began as a video game series and includes comic books, novels, theme park rides, and movies, centering around the adventures of the British archaeologist Lara Croft. The first six games in the series were developed by Core Design, while Crystal Dynamics developed the latest five. Two movies— Lara Croft: Tomb Raider and Lara Croft Tomb Raider: The Cradle of Life—have been produced, starring actress Angelina Jolie as Lara Croft, the first of which is still the highest-grossing film adaptation of a video game ever released in the US, and third worldwide. Since the release of the original Tomb Raider in 1996, notable for its female protagonist, the series developed into a successful franchise of related media, and Lara became a major icon of the virtual gaming industry. In 2006, Lara Croft was inducted into the Walk of Game and Guinness World Records has recognised her as the ""Most Successful Human Virtual Game Heroine.""[citation needed]","Tomb Raider, also known as Lara Croft: Tomb Raider between 2001 and 2008, is a media franchise that originated with an action-adventure video game series created by British gaming company Core Design. Formerly owned by Eidos Interactive, then by Square Enix Europe after Square Enix's acquisition of Eidos in 2009, the franchise focuses on fictional British archaeologist Lara Croft, who travels around the world searching for lost artefacts and infiltrating dangerous tombs and ruins. Gameplay generally focuses on exploration of environments, solving puzzles, navigating hostile environments filled with traps, and fighting enemies. Additional media has been developed for the franchise in the form of film adaptations, comics and novels.","the series began as a video game series and includes comic books, novels, theme park rides, and movies. two movies have been produced, starring actress angelina Jolie as Lara Croft. the first of which is still the highest-grossing film adaptation of a video game ever released in the US.","Tomb Raider is a media franchise that began as a video game series and includes comic books","Tomb Raider is a media franchise that began as a video game series and includes comic books","Tomb raider is a media franchise that began as a video game series and includes comic books, novels, theme park rides, and movies. Two movies have been produced, starring actress angelina jolie as lara croft, the first of which is still the highest-grossing film adaptation of a video games ever released in the us."
"Geography_of_Hungary","With a land area of 93,028 square km, Hungary is a landlocked country in Central Europe. It measures about 250 km from north to south and 524 km from east to west. It has 2,106 km of boundaries, shared with Austria to the west, Serbia, Croatia and Slovenia to the south and southwest, Romania to the southeast, Ukraine to the northeast, and Slovakia to the north. Hungary's modern borders were first established after World War I when, by the terms of the Treaty of Trianon in 1920, it lost more than 71% of what had formerly been the Kingdom of Hungary, 58.5% of its population, and 32% of the Hungarians. The country secured some boundary revisions from 1938 to 1941: In 1938 the First Vienna Award gave back territory from Czechoslovakia, in 1939 Hungary occupied Carpatho-Ukraine. In 1940 the Second Vienna Award gave back Northern Transylvania and finally Hungary occupied the Bácska and Muraköz regions during the Invasion of Yugoslavia. However, Hungary lost these territories again with its defeat in World War II. After World War II, the Trianon boundaries were restored with a small revision that benefited Czechoslovakia.Most of the country has an elevation of fewer than 200 m. Although Hungary has several moderately high ranges of mountains, those reaching heights of 300 m or more cover less than 2% of the country. The highest point in the country is Kékes (1,014 m) in the Mátra Mountains northeast of Budapest. The lowest spot is 77.6 m above sea level, located in the south of Hungary, near Szeged. The major rivers in the country are the Danube and Tisza. The Danube also flows through parts of Germany, Austria, Croatia, Slovakia, Serbia, and Romania.It is navigable within Hungary for 418 kilometers. The Tisza River is navigable for 444 km in the country. Less important rivers include the Drava along the Croatian border, the Rába, the Szamos, the Sió, and the Ipoly along the Slovakian border. Hungary has three major lakes. Lake Balaton, the largest, is 78 km long and from 3 to 14 km wide, with an area of 592 square km. Hungarians often refer to it as the Hungarian Sea. It is Central Europe's largest freshwater lake and an important recreation area. Its shallow waters offer good summer swimming, and in winter its frozen surface provides excellent opportunities for winter sports. Smaller bodies of water are Lake Velence (26 square km) in Fejér County and Lake Fertő ( Neusiedler See—about 82 square km within Hungary), and the artificial Lake Tisza. Hungary has three major geographic regions (which are subdivided to seven smaller ones): the Great Alföld, lying east of the Danube River; the Transdanubia, a hilly region lying west of the Danube and extending to the Austrian foothills of the Alps; and the North Hungarian Mountains, which is a mountainous and hilly country beyond the northern boundary of the Great Hungarian Plain. The country's best natural resource is fertile land, although soil quality varies greatly. About 70% of the country's total territory is suitable for agriculture; of this portion, 72% is arable land. Hungary lacks extensive domestic sources of energy and raw materials needed for industrial development.","Hungary is a landlocked country in East-Central Europe with a land area of 93,030 square km. It measures about 250 km from north to south and 524 km from east to west. It has 2,106 km of boundaries, shared with Austria to the west, Serbia, Croatia and Slovenia to the south and southwest, Romania to the southeast, Ukraine to the northeast, and Slovakia to the north.","with a land area of 93,028 square km, Hungary is a landlocked country in central Europe. it has 2,106 km of boundaries, shared with Austria to the west, Serbia, Croatia and Slovenia to the south and southwest, Romania to the southeast, and Slovakia to the north. most of the country has an elevation of fewer than 200 m, although some mountains reach 300 m or more.","With a land area of 93,028 square km, Hungary is a landlocked country in Central Europe. It measures about 250 km from north to south and 524 km from east to west. It has 2,106 km of boundaries, shared with Austria to the west, Serbia, Croatia and Slovenia to the south and southwest, Romania to the southeast, Ukraine to the northeast, and Slovakia to the north. Hungary's modern borders were first established","With a land area of 93,028 square km, Hungary is a landlocked country in Central Europe. It measures about 250 km from north to south and 524 km from east to west. It has 2,106 km of boundaries, shared with Austria to the west, Serbia, Croatia and Slovenia to the south and southwest, Romania to the southeast, Ukraine to the northeast, and Slovakia to the north. Hungary's modern borders were first established","Geography of hungary is divided into three major regions: the great alföld, the transdanubia, and the north hungarian mountains. The major rivers in the country are the danube and tisza, navigable within hungary for 418 kilometers."
"Mary_of_Teck","Mary of Teck (Victoria Mary Augusta Louise Olga Pauline Claudine Agnes; 26 May 1867 – 24 March 1953) was Queen consort of the United Kingdom and the British Dominions, and Empress consort of India, as the wife of King-Emperor George V. Although technically a princess of Teck, in the Kingdom of Württemberg, she was born and raised in England. Her parents were Francis, Duke of Teck, who was of German extraction, and Princess Mary Adelaide of Cambridge, a member of the British Royal Family. She was informally known as ""May"", after her birth month. At the age of 24 she was betrothed to Prince Albert Victor, Duke of Clarence and Avondale, the eldest son of the Prince of Wales, but six weeks after the announcement of the engagement he died unexpectedly of pneumonia. The following year she became engaged to Albert Victor's next surviving brother, George, who subsequently became King. Before her husband's accession she was successively Duchess of York, Duchess of Cornwall and Princess of Wales. As queen consort from 1910, she supported her husband through the First World War, his ill-health and major political changes arising from the aftermath of the war and the rise of socialism and nationalism. After George's death in 1936, she became queen mother when her eldest son, Edward, ascended the throne, but to her dismay he abdicated later the same year in order to marry twice-divorced American socialite Wallis Simpson. She supported her second son, Albert, who succeeded to the throne as George VI, until his death in 1952. She died the following year, during the reign of her granddaughter Queen Elizabeth II, who had not yet been crowned.","Mary of Teck (Victoria Mary Augusta Louise Olga Pauline Claudine Agnes; 26 May 1867 – 24 March 1953) was Queen of the United Kingdom and the British Dominions, and Empress of India, from 6 May 1910 until 29 January 1936 as the wife of King-Emperor George V. Born and raised in the United Kingdom, Mary was the daughter of Francis, Duke of Teck, a German nobleman, and Princess Mary Adelaide of Cambridge, a granddaughter of King George III and a minor member of the British royal family. She was informally known as \""May\"", after the month of her birth.","Mary of Teck was queen consort of the united kingdom and the British dominions. she was also empress consort of india, as the wife of king-emperor george v. she was informally known as ""may"", after her birth month.","Mary of Teck (Victoria Mary Augusta Louise Olga Pauline Claudine Agnes; 26 May 1867 – 24 March 1953) was Queen consort of the United Kingdom and the British Dominions, and Empress consort of India, as the wife of King-Emperor George V. Although technically a princess of Teck, in the Kingdom of Württemberg, she was born and raised in England. Her parents were Francis, Duke of Teck, who was of German extraction, and Princess Mary Adelaide of Cambridge, a member of the British Royal Family.","Mary of Teck (Victoria Mary Augusta Louise Olga Pauline Claudine Agnes; 26 May 1867 – 24 March 1953) was Queen consort of the United Kingdom and the British Dominions, and Empress consort of India, as the wife of King-Emperor George V. Although technically a princess of Teck, in the Kingdom of Württemberg, she was born and raised in England. Her parents were Francis, Duke of Teck, who was of German extraction, and Princess Mary Adelaide of Cambridge, a member of the British Royal Family.","Mary of teck was queen consort of the united kingdom and british dominions, and empress consorts of india, as the wife of king-emperor george v. She was born and raised in england; her parents were francis, duke of Teck, and princess mary ad Adelaide of cambridge."
"October_21","October 21 is the 294th day of the year (295th in leap years) in the Gregorian calendar. There are 71 days remaining until the end of the year.","October 21 is the 294th day of the year (295th in leap years) in the Gregorian calendar; 71 days remain until the end of the year.","October 21 is the 294th day of the year (295th in leap years) in the Gregorian calendar. there are 71 days remaining until the end of the year.","is the 294th day of the year (295th in leap years) in the Gregorian calendar.","is the 294th day of the year (295th in leap years) in the Gregorian calendar.","October 21 is the 294th day of the year (295th in leap years) in the gregorian calendar. There are 71 days remaining until the end of this year. October 21 will be the longest day in the year, as there are only 71 days left in the calendar."
"Dreyfus_affair","The Dreyfus affair ( French: l'affaire Dreyfus, [la.fɛʁ dʁɛ.fys]) was a political scandal that divided France from its beginning in 1894 until it was finally resolved in 1906. The affair is often seen as a modern and universal symbol of injustice,  and remains one of the most striking examples of a complex miscarriage of justice, where a major role was played by the press and public opinion. The scandal began in December 1894, with the treason conviction of Captain Alfred Dreyfus, a young French artillery officer of Alsatian and Jewish descent. Sentenced to life imprisonment for allegedly communicating French military secrets to the German Embassy in Paris, Dreyfus was imprisoned on Devil's Island in French Guiana, where he would spend nearly five years. Evidence came to light in 1896—primarily through an investigation instigated by Georges Picquart, head of counter-espionage—identifying a French Army major named Ferdinand Walsin Esterhazy as the real culprit. After high-ranking military officials suppressed the new evidence, a military court unanimously acquitted Esterhazy after a trial lasting only two days. The Army then accused Dreyfus of additional charges based on falsified documents. Word of the military court's framing of Dreyfus and of an attempted cover-up began to spread, chiefly owing to J'accuse, a vehement open letter published in a Paris newspaper in January 1898 by famed writer Émile Zola. Activists put pressure on the government to reopen the case. In 1899, Dreyfus was returned to France for another trial. The intense political and judicial scandal that ensued divided French society between those who supported Dreyfus (now called ""Dreyfusards""), such as Anatole France, Henri Poincaré and Georges Clemenceau, and those who condemned him (the anti-Dreyfusards), such as Édouard Drumont, the director and publisher of the antisemitic newspaper La Libre Parole. The new trial resulted in another conviction and a 10-year sentence but Dreyfus was given a pardon and set free. Eventually all the accusations against Alfred Dreyfus were demonstrated to be baseless. In 1906 Dreyfus was exonerated and reinstated as a major in the French Army. He served during the whole of World War I ending his service with the rank of lieutenant-colonel. He died in 1935. The Affair from 1894 to 1906 divided France deeply and lastingly into two opposing camps: the pro-Army, mostly Catholic ""anti-Dreyfusards"" and the anticlerical, pro-republican Dreyfusards. It embittered French politics and encouraged radicalization.The conviction was a miscarriage of justice based upon faulty espionage and blatant antisemitism, as well as a hatred of the German Empire following its annexation of Alsace and part of Lorraine in 1871.","The Dreyfus affair (French: l'affaire Dreyfus, pronounced [lafɛːʁ dʁɛfys]) was a political scandal that divided the Third French Republic from 1894 until its resolution in 1906. \""L'Affaire\"", as it is known in French, has come to symbolise modern injustice in the Francophone world, and it remains one of the most notable examples of a complex miscarriage of justice and antisemitism. The role played by the press and public opinion proved influential in the conflict.","the affaire dreyfus was a political scandal that divided french society. it began in 1894 with the treason conviction of captain Alfred Dreyfus. the affair is often seen as a modern and universal symbol of injustice.","The Dreyfus affair ( French: l'affaire Dreyfus, [la.fɛʁ dʁɛ.fys]) was a political scandal that divided France from its beginning in 1894 until it was finally resolved in 1906. The affair is often seen as a modern and universal symbol of injustice, and remains one of the most striking examples of a complex miscarriage of justice.","The Dreyfus affair ( French: l'affaire Dreyfus, [la.fɛʁ dʁɛ.fys]) was a political scandal that divided France from its beginning in 1894 until it was finally resolved in 1906. The affair is often seen as a modern and universal symbol of injustice, and remains one of the most striking examples of a complex miscarriage of justice.","The dreyfus affair was a political scandal that divided France from its beginning in 1894 until it was resolved in 1906. The affair is often seen as a modern and universal symbol of injustice, and remains one of the most striking examples of a complex miscarriage of justice where the press and public opinion played a major role."
"Qatar_Armed_Forces","The Qatar Armed Forces are the military forces of Qatar. The country maintains a modest military force of approximately 11,800 men, including an army (8,500), navy (1,800) and air force (1,500). Qatar's defence expenditures were a total of $1.913 billion, about 1.5% of the national GDP, as of 2010 according to the SIPRI. Qatar has recently signed defence pacts with the United States in 2002 and 2013 and with the United Kingdom, as well as with France earlier in 1994. Qatar plays an active role in the collective defence efforts of the Gulf Cooperation Council; the other five members are Saudi Arabia, Kuwait, Bahrain, the UAE, and Oman. The presence of a large American military base in the country provides the country with a guaranteed source of defence and national security. SIPRI states that Qatar's plans to transform and significantly enlarge its armed forces have accelerated in 2014, and in 2010-14 Qatar was the 46th largest arms importer in the world. Orders in 2013 for 62 tanks and 24 self-propelled guns from Germany were followed in 2014 by a number of other contracts, including 24 combat helicopters and 3 AEW aircraft from the USA, and 2 tanker aircraft from Spain.","The Qatar Armed Forces (Arabic: القوات المسلحة القطرية, romanized: Al-Quwwat Al-Musallahah Al-Qatariyyah) are the military forces of the State of Qatar. Since 2015, Qatar has implemented mandatory military conscription with an average of 2000 graduates per year. As of 2010, Qatar's defence expenditures added up to a total of $1.913 billion, about 1.5% of the national GDP, according to the SIPRI. Qatar has recently signed defence pacts with the United States in 2002 and 2013 and with the United Kingdom, as well as with France earlier, in 1994.","the country maintains a modest military force of 11,800 men, including an army (8,500), navy (1,800) and air force (1,500) defence expenditures were a total of $1.913 billion, about 1.5% of the national GDP, as of 2010. Qatar plays an active role in the collective defence efforts of the Gulf Cooperation Council.","The Qatar Armed Forces are the military forces of Qatar. The country maintains a modest military force of approximately 11,800 men, including an army (8,500), navy (1,800) and air force (1,500). Qatar's defence expenditures were a total of $1.913 billion, about 1.5% of the national GDP, as of 2010 according to the SIPRI.","The Qatar Armed Forces are the military forces of Qatar. The country maintains a modest military force of approximately 11,800 men, including an army (8,500), navy (1,800) and air force (1,500). Qatar's defence expenditures were a total of $1.913 billion, about 1.5% of the national GDP, as of 2010 according to the SIPRI.","The Qatar Armed Forces are the military forces of the Gulf Arab state of Qatar. The country maintains a modest military force of approximately 11,800 men, including an army (8,500), navy (1,800) and air force ( 1,500) As of 2010, the country's defence expenditures were a total of $1.913 billion."
"London_Underground","The London Underground (also known as the Tube or simply the Underground) is a public rapid transit system serving a large part of Greater London and parts of the home counties of Buckinghamshire, Hertfordshire and Essex. The system serves 270 stations and has 402 kilometres (250 mi) of track, 52% of which is above ground [citation needed]. The network is considered the oldest rapid transit system, incorporating the world's first underground railway, the Metropolitan Railway, which opened in 1863 and is now part of the Circle, Hammersmith & City and Metropolitan lines; and the first line to operate underground electric traction trains, the City & South London Railway in 1890, now part of the Northern line.  The network has expanded to 11 lines, and in 2012/13 carried 1.23 billion passengers, making it the 12th busiest transit system. [citation needed]The system's first tunnels were built just below the surface using the cut and cover method, and are large enough to take trains of normal size. Later, smaller circular tunnels – which give rise to its nickname the Tube – were dug through the London Clay at a deeper level. The early lines were marketed as the UD in the early 20th century on maps and signs at central London stations. The private companies that owned and ran the railways were merged in 1933 to form the London Passenger Transport Board. The current operator, London Underground Limited (LUL), is a wholly owned subsidiary of Transport for London (TfL), the statutory corporation responsible for most elements of the transport network in Greater London. The term 'Tube' is nowadays often used both in official publicity and in general usage to embrace the whole Underground system, though it is sometimes only applied to the lines that run in deep-level tunnels, excluding the Circle, Metropolitan, District and Hammersmith and City lines. As of 2012[update], 91% of operational expenditure is covered by passenger fares. The Travelcard ticket was introduced in 1983 and Oyster, a contactless ticketing system, in 2003.The LPTB was a prominent patron of art and design, commissioning many new station buildings, posters and public artworks in a modernist style. The schematic Tube map, designed by Harry Beck in 1931, was voted a national design icon in 2006 and now includes other lines - the Docklands Light Railway and London Overground - as well as the non-rail Emirates Air Line. London Underground branding is built around the symbols of the roundel and the Johnston typeface, created by Edward Johnston in 1916. London Underground celebrated 150 years of operations in 2013, with various events marking the milestone.","The London Underground (also known simply as the Underground, or by its nickname the Tube) is a rapid transit system serving Greater London and some parts of the adjacent counties of Buckinghamshire, Essex and Hertfordshire in the United Kingdom.","the London underground is a public rapid transit system serving 270 stations and has 402 kilometres (250 mi) of track, 52% of which is above ground. the network is considered the oldest rapid transit system, incorporating the world's first underground railway, the Metropolitan Railway. in 2012/13 carried 1.23 billion passengers, making it the 12th busiest transit system.","The London Underground (also known as the Tube or simply the Underground) is a public rapid transit system serving a large part of Greater London and parts of the home counties of Buckinghamshire, Hertfordshire and Essex. The system serves 270 stations and has 402 kilometres (250 mi) of track, 52% of which is above ground [citation needed]. The network is considered the oldest rapid transit system, incorporating the world's first underground railway","The London Underground (also known as the Tube or simply the Underground) is a public rapid transit system serving a large part of Greater London and parts of the home counties of Buckinghamshire, Hertfordshire and Essex. The system serves 270 stations and has 402 kilometres (250 mi) of track, 52% of which is above ground [citation needed]. The network is considered the oldest rapid transit system, incorporating the world's first underground railway","The london underground, also known as the tube or simply the underground, is a public rapid transit system serving a large part of greater london and parts of the home counties of buckinghamshire, hertfordshire and essex. In 2012/13, the network carried 1.23 billion passengers, making it the 12th busiest transit system."
"915","Year 915 (CMXV) was a common year starting on Sunday (link will display the full calendar) of the Julian calendar.","Year 915 (CMXV) was a common year starting on Sunday (link will display the full calendar) of the Julian calendar.","year 915 (CMXV) was a common year starting on Sunday (link will display the full calendar) of the Julian calendar. year 915 (CMXV) was a common year starting on Sunday (link will display the full calendar) of the Gregorian calendar.","Year 915 (CMXV) was a common year starting on Sunday (link will display the full calendar) of the Julian calendar.","Year 915 (CMXV) was a common year starting on Sunday (link will display the full calendar) of the Julian calendar.","Year 915 (cmxv) was a common year starting on sunday, September 9, 915. Year 915 was the ninth year in the Julian calendar. The year 915 is considered one of the most significant years in the history of the Julian Calendar."
"Telecommunications_in_Vietnam","Communications in Vietnam include the use of telephones, radio, television and Internet.","Communications in Vietnam include the use of telephones, radio, television and Internet.","communications in vietnam include the use of telephones, radio, television and internet. the country's telecommunications infrastructure includes the use of radio, television and the internet.","Communications in Vietnam include the use of telephones, radio, television and Internet.","Communications in Vietnam include the use of telephones, radio, television and Internet.","Telecommunications in Vietnam include the use of telephones, radio, television and the internet. In Vietnam, phones are used to talk to each other, communicate with others and get information about the rest of the world via the Internet. The majority of people in Vietnam use the internet and mobile phones."
"Nuclear_physics","Nuclear physics is the field of physics that studies the constituents and interactions of atomic nuclei. The most commonly known applications of nuclear physics are nuclear power generation but the research has provided application in many fields, including those in nuclear medicine and magnetic resonance imaging, nuclear weapons, ion implantation in materials engineering, and radiocarbon dating in geology and archaeology. The field of particle physics evolved out of nuclear physics and is typically taught in close association with nuclear physics.","Nuclear physics is the field of physics that studies atomic nuclei and their constituents and interactions, in addition to the study of other forms of nuclear matter. Nuclear physics should not be confused with atomic physics, which studies the atom as a whole, including its electrons. Particle physics evolved out of nuclear physics and the two fields are typically taught in close association. Nuclear astrophysics, the application of nuclear physics to astrophysics, is crucial in explaining the inner workings of stars and the origin of the chemical elements.","nuclear physics is the field of physics that studies the constituents and interactions of atomic nuclei. the most common applications of nuclear physics are nuclear power generation. the field of particle physics evolved out of nuclear physics and is typically taught in close association with nuclear physics.","rize: Nuclear physic<s> Nuclear physic<s> Nuclear physic<s> Nuclear physic<s> Nuclear physic<s> Nuclear physic<s> Nuclear physic<s> Nuclear physic<s> Nuclear physic<s> The field of<s>","rize: Nuclear physic<s> Nuclear physic<s> Nuclear physic<s> Nuclear physic<s> Nuclear physic<s> Nuclear physic<s> Nuclear physic<s> Nuclear physic<s> Nuclear physic<s> The field of<s>","Nuclear physics is a field of physics that studies the constituents and interactions of atomic nuclei. The field of particle physics evolved out of nuclear physics and is typically taught in close association with nuclear physics. The research has provided application in nuclear medicine, magnetic resonance imaging, nuclear weapons, and other fields."
"1569","Year 1569 (MDLXIX) was a common year starting on Saturday (link will display the full calendar) of the Julian calendar.","Year 1569 (MDLXIX) was a common year starting on Saturday (link will display the full calendar) of the Julian calendar.","1569 (MDLXIX) was a common year starting on saturday of the julian calendar. year 1569 (mdlxii) was a common year starting on saturday (link will display the full calendar)","Year 1569 (MDLXIX) was a common year starting on Saturday (link will display the full calendar) of the Julian calendar.","Year 1569 (MDLXIX) was a common year starting on Saturday (link will display the full calendar) of the Julian calendar.","The year 1569 was a common year starting on Saturday. In 1569, the year was divided into three parts: December, January, and February. The year was also known as the Year of the Sun, which was recorded from 1569 to 1570. The first year of the Julian calendar was 1569 and the second was 1560."
"Nucleolus","The nucleolus is the largest structure in the nucleus of eukaryotic cells where it primarily serves as the site of ribosome synthesis and assembly. Nucleoli also have other important functions like assembly of signal recognition particles and playing a role in the cell's response to stress. Nucleoli are made of proteins and RNA and form around specific chromosomal regions. Malfunction of nucleoli can be the cause of several human diseases.[citation needed]","The nucleolus (/nuː-, njuːˈkliːələs, -kliˈoʊləs/, plural: nucleoli /-laɪ/) is the largest structure in the nucleus of eukaryotic cells. It is best known as the site of ribosome biogenesis. Nucleoli also participate in the formation of signal recognition particles and play a role in the cell's response to stress. Nucleoli are made of proteins, DNA and RNA and form around specific chromosomal regions called nucleolar organizing regions. Malfunction of nucleoli can be the cause of several human conditions called \""nucleolopathies\"" and the nucleolus is being investigated as a target for cancer chemotherapy.","the nucleolus is the largest structure in the nucleus of eukaryotic cells. nucleoli primarily serve as the site of ribosome synthesis and assembly. malfunction of nucleoli can be the cause of several human diseases.","The nucleolus is the largest structure in the nucleus of eukaryotic cells where it primarily serves as the site of ribosome synthesis and assembly. Nucleoli also have other important functions like assembly of signal recognition particles and playing a role in the cell's response to stress.","The nucleolus is the largest structure in the nucleus of eukaryotic cells where it primarily serves as the site of ribosome synthesis and assembly. Nucleoli also have other important functions like assembly of signal recognition particles and playing a role in the cell's response to stress.","Nucleolus is the largest structure in the nucleus of eukaryotic cells. Nucleoli also have other important functions like assembly of signal recognition particles and playing a role in the cell's response to stress. malfunction of nucleoli can be the cause of several human diseases."
"Politics_of_Lithuania","Politics of Lithuania takes place in a framework of a parliamentary representative democratic republic, whereby the Prime Minister of Lithuania is the head of government, and of a multi-party system. Executive power is exercised by the government, which is headed by the Prime Minister. Legislative power is vested in both the government and the unicameral Seimas (Lithuanian Parliament). Judicial power is vested in judges appointed by the President of Lithuania and is independent of executive and legislature power. The judiciary consists of the Constitutional Court, the Supreme Court, and the Court of Appeal as well as the separate administrative courts. The Constitution of the Republic of Lithuania established these powers upon its approval on 25 October 1992. Being a multi-party system, the government of Lithuania is not dominated by any single political party, rather it consists of numerous parties that must work with each other to form coalition governments.","Politics of Lithuania takes place in a framework of a unitary semi-presidential representative democratic republic, whereby the President of Lithuania is the head of state and the Prime Minister of Lithuania is the head of government, and of a multi-party system.","executive power is exercised by the government, which is headed by the prime minister. legislative power is vested in both the government and the unicameral seimas. judiciary consists of the constitutional court, the supreme court and the court of appeal.","Politics of Lithuania takes place in a framework of a parliamentary representative democratic republic, whereby the Prime Minister of Lithuania is the head of government, and","Politics of Lithuania takes place in a framework of a parliamentary representative democratic republic, whereby the Prime Minister of Lithuania is the head of government, and","Politics of Lithuania takes place in a framework of a parliamentary representative democratic republic, where the prime minister is the head of government, and of a multi-party system. The judiciary consists of the constitutional court, the supreme court, and the court of appeal as well as the separate administrative courts."
"Event_cascade","In event-driven computer programs, an event cascade occurs when an event handler causes another event to occur which also triggers an event handler. This can be a tricky source of program errors (see computer bug).","In event-driven computer programs, an event cascade occurs when an event handler causes another event to occur which also triggers an event handler. This can be a tricky source of program errors (see computer bug).An event generated from the code executed in another event response. \n* v \n* t \n* e","an event cascade occurs when an event handler causes another event to occur which also triggers an event handler. this can be a tricky source of program errors (see computer bug)","In event-driven computer programs, an event cascade occurs when an event handler causes another event to occur which also triggers an event handler. This can be a tricky source of program errors (see computer bug).","In event-driven computer programs, an event cascade occurs when an event handler causes another event to occur which also triggers an event handler. This can be a tricky source of program errors (see computer bug).","An event cascade occurs when an event handler causes another event to occur which also triggers an event handlers. An event cascade can be a tricky source of program errors (see computer bug) Event cascades can also be a source of programming errors. In an event-driven computer program, an event cascade is when two events trigger each other."
"Exocrine_gland","Exocrine glands are glands of the exocrine system that secrete their essential product by way of a duct to some environment external to itself, either inside the body or on a surface of the body. Exocrine glands are one of two types of glands in the human body, the other being endocrine glands, which secrete their products directly into the bloodstream. Examples of exocrine glands include sweat, salivary, mammary, ceruminous, lacrimal, sebaceous, and mucous. The liver and pancreas are both exocrine and endocrine gland; they are exocrine glands because they secrete by way of the hepatic and pancreatic ducts.","Exocrine glands are glands that secrete substances on to an epithelial surface by way of a duct. Examples of exocrine glands include sweat, salivary, mammary, ceruminous, lacrimal, sebaceous, prostate and mucous. Exocrine glands are one of two types of glands in the human body, the other being endocrine glands, which secrete their products directly into the bloodstream. The liver and pancreas are both exocrine and endocrine glands; they are exocrine glands because they secrete products—bile and pancreatic juice—into the gastrointestinal tract through a series of ducts, and endocrine because they secrete other substances directly into the bloodstream.","exocrine glands are glands of the exocrine system that secrete by way of a duct. exocrine glands include sweat, salivary, mammary, ceruminous, lacrimal, sebaceous, and mucous. the liver and pancreas are both exocrine and endocrine glands.","Exocrine glands are one of two types of glands in the human body, the other being endocrine glands, which secrete their products directly into the bloodstream. Examples of exocrine glands include sweat, salivary, mammary, ceruminous, lacrimal, sebaceous, and mucous.","Exocrine glands are one of two types of glands in the human body, the other being endocrine glands, which secrete their products directly into the bloodstream. Examples of exocrine glands include sweat, salivary, mammary, ceruminous, lacrimal, sebaceous, and mucous.","The liver and pancreas are both exocrine and endocrine gland; they are exocrine because they secrete by way of the hepatic and pancreatic ducts. Exocrine glands are one of two types of glands in the human body, the other being endocrine glands. examples of exocrine glands include sweat and mammary."
"Abimelech","Abimelech (also spelled Abimelek or Avimelech; Hebrew: אֲבִימֶלֶךְ / אֲבִימָלֶךְ,  Avimélekh / Avimálekh  ʼĂḇîméleḵ / ʼĂḇîmāleḵ ; ""father/leader of a king; my father/leader, a king"") was the name of multiple Philistine kings mentioned in the Hebrew Bible.","Abimelech (also spelled Abimelek or Avimelech; Hebrew: אֲבִימֶלֶךְ‎ / אֲבִימָלֶךְ‎, Modern ʼAvīméleḵ / ʼAvīmáleḵ Tiberian ʼAḇīmeleḵ / ʼAḇīmāleḵ, \""my father is a king\""/\""my father reigns\"") was the generic name given to all Philistine kings in the Hebrew Bible from the time of Abraham through King David.","abimelech (also spelled abimelek or Avimelech) was the name of multiple philistine kings mentioned in the Hebrew Bible. kings abimelech and ahimelech reigned from 70 b.c. to 70 c.e.","Abimelech (also spelled Abimelek or Avimelech; Hebrew: אֲבִימֶלֶךְ / אֲבִימָלֶךְ, Avimélekh / Avimálekh ʼĂ<unk>îméle<unk> / ʼĂ<unk>îmāle<unk> ; ""father/leader of a king; my father/leader, a king"") was the name of multiple Philistine kings mentioned in the Hebrew Bible.","Abimelech (also spelled Abimelek or Avimelech; Hebrew: אֲבִימֶלֶךְ / אֲבִימָלֶךְ, Avimélekh / Avimálekh ʼĂ<unk>îméle<unk> / ʼĂ<unk>îmāle<unk> ; ""father/leader of a king; my father/leader, a king"") was the name of multiple Philistine kings mentioned in the Hebrew Bible.","Abimelech is the name of multiple philistine kings mentioned in the hebrew bible. It is also spelled abimelek or avimálech; hebrew: ""father/leader of a king; my father/leader, a king"" The name is also used to refer to several other kings in the Bible."
